ID_Contrato,Proveedor,Nit,Objeto_Contrato,Vicepresidencia,Fecha_Inicio,Fecha_Fin,Valor_Contrato_USD,Estado_Contrato,Estado_HSE
CON-2026-2960,Transportes Oleoducto S.A.S.,900.605.792-7,Transporte de personal,VCO - Corporativa,2026-01-07,2027-05-21,928687,Activo,Aprobado
CON-2026-2961,Transportes Oleoducto S.A.S.,900.890.643-8,Seguridad perimetral,VUP - Upstream,2025-01-22,2027-08-25,497370,Activo,Aprobado
CON-2026-2962,Logistica Petrolera Nacional S.A.S.,900.941.394-1,Apoyo logistico,VCO - Corporativa,2025-03-06,2027-02-14,110934,En Liquidación,Aprobado
CON-2026-2963,Transportes Oleoducto S.A.S.,900.806.742-6,Ingenieria de campo,VUP - Upstream,2026-03-10,2027-12-01,446936,Activo,Aprobado
CON-2026-2964,Proteccion Perimetral Colombiana S.A.S.,900.167.523-7,Servicios de catering,VTS - Transporte,2025-01-16,2027-03-07,358998,Activo,Aprobado
CON-2026-2965,Transportes Oleoducto S.A.S.,900.830.685-3,Seguridad perimetral,VTS - Transporte,2025-05-24,2027-12-29,362863,Activo,Aprobado
CON-2026-2966,Mantenimiento Tecnico del Magdalena S.A.S.,900.204.279-6,Ingenieria de campo,VUP - Upstream,2026-04-18,2027-03-24,1318805,Suspendido,No Aprobado
CON-2026-2967,Ingenieria Andina de Petroleos S.A.S.,900.290.420-2,Ingenieria de campo,VCO - Corporativa,2025-09-21,2027-03-22,681839,En Liquidación,Aprobado
CON-2026-2968,Seguridad Industrial Llanos Ltda.,900.920.864-6,Monitoreo HSE,VCO - Corporativa,2026-06-04,2026-10-24,293577,En Liquidación,Aprobado
CON-2026-2969,Seguridad Industrial Llanos Ltda.,900.326.147-6,Inspeccion de ductos,VRE - Refinación,2026-06-17,2026-07-26,722083,Activo,En Alerta
CON-2026-2970,Servicios Integrales de Refinacion S.A.S.,900.424.819-5,Ingenieria de campo,VRE - Refinación,2026-02-02,2026-12-18,1059740,Activo,Aprobado
CON-2026-2971,PetroServicios del Caribe S.A.S.,900.275.464-9,Suministro de alimentacion,VUP - Upstream,2025-01-17,2027-03-30,868253,Activo,No Aprobado
CON-2026-2972,Ingenieria Andina de Petroleos S.A.S.,900.841.506-6,Mantenimiento de bombas,VUP - Upstream,2025-05-30,2027-01-11,729479,Suspendido,No Aprobado
CON-2026-2973,PetroServicios del Caribe S.A.S.,900.279.737-5,Mantenimiento electrico,VCO - Corporativa,2026-04-25,2027-02-18,1004986,Activo,Aprobado
CON-2026-2974,Servicios Integrales de Refinacion S.A.S.,900.600.973-9,Mantenimiento electrico,VTS - Transporte,2025-03-11,2026-11-27,584471,Suspendido,No Aprobado
CON-2026-2975,Transportes Oleoducto S.A.S.,900.175.165-7,Transporte de personal,VCO - Corporativa,2026-04-12,2026-07-13,508055,En Liquidación,Aprobado
CON-2026-2976,Servicios Integrales de Refinacion S.A.S.,900.502.768-7,Servicios de catering,VRE - Refinación,2025-04-16,2026-12-12,814973,En Liquidación,Aprobado
CON-2026-2977,Seguridad Industrial Llanos Ltda.,900.312.131-0,Monitoreo HSE,VRE - Refinación,2026-01-06,2027-08-12,572704,Suspendido,Aprobado
CON-2026-2978,Ingenieria Andina de Petroleos S.A.S.,900.691.270-4,Monitoreo HSE,VUP - Upstream,2026-06-08,2027-10-21,518024,Activo,No Aprobado
CON-2026-2979,Transportes Oleoducto S.A.S.,900.140.583-8,Monitoreo HSE,VUP - Upstream,2025-03-27,2026-12-23,1385207,Suspendido,No Aprobado
CON-2026-2980,Servicios Integrales de Refinacion S.A.S.,900.880.397-8,Mantenimiento electrico,VUP - Upstream,2025-07-08,2026-07-03,1039722,Activo,En Alerta
CON-2026-2981,Mantenimiento Tecnico del Magdalena S.A.S.,900.965.123-8,Inspeccion de ductos,VUP - Upstream,2026-04-27,2027-03-17,1462259,Activo,Aprobado
CON-2026-2982,Ingenieria Andina de Petroleos S.A.S.,900.601.727-6,Transporte de personal,VCO - Corporativa,2025-12-01,2026-09-06,379274,Activo,Aprobado
CON-2026-2983,Servicios Integrales de Refinacion S.A.S.,900.439.193-0,Mantenimiento de bombas,VTS - Transporte,2025-03-24,2026-08-03,1126400,Activo,En Alerta
CON-2026-2984,Operaciones Industriales Orion S.A.S.,900.887.362-2,Seguridad perimetral,VCO - Corporativa,2025-06-27,2027-01-29,1497206,Activo,Aprobado
CON-2026-2985,PetroServicios del Caribe S.A.S.,900.562.237-2,Transporte de personal,VTS - Transporte,2025-02-09,2026-12-05,1421943,Activo,Aprobado
CON-2026-2986,Seguridad Industrial Llanos Ltda.,900.785.378-2,Inspeccion de ductos,VUP - Upstream,2026-04-13,2027-06-04,479310,Activo,Aprobado
CON-2026-2987,Proteccion Perimetral Colombiana S.A.S.,900.244.969-8,Mantenimiento de bombas,VRE - Refinación,2026-03-02,2027-08-10,513708,Activo,No Aprobado
CON-2026-2988,Logistica Petrolera Nacional S.A.S.,900.726.494-8,Apoyo logistico,VTS - Transporte,2025-01-10,2027-03-12,482729,Activo,En Alerta
CON-2026-2989,Catering Energia Colombiana S.A.S.,900.165.119-6,Suministro de alimentacion,VCO - Corporativa,2026-02-05,2027-03-28,1266945,Suspendido,No Aprobado
CON-2026-2990,Operaciones Industriales Orion S.A.S.,900.394.397-5,Monitoreo HSE,VRE - Refinación,2025-04-13,2027-06-03,1425497,Activo,Aprobado
CON-2026-2991,Ingenieria Andina de Petroleos S.A.S.,900.694.522-2,Monitoreo HSE,VRE - Refinación,2025-05-13,2027-04-29,251101,Activo,Aprobado
CON-2026-2992,PetroServicios del Caribe S.A.S.,900.769.724-6,Ingenieria de campo,VCO - Corporativa,2025-04-12,2027-01-16,306207,Activo,Aprobado
CON-2026-2993,Servicios Integrales de Refinacion S.A.S.,900.481.263-3,Seguridad perimetral,VUP - Upstream,2025-02-19,2027-05-29,1105316,Activo,Aprobado
CON-2026-2994,Mantenimiento Tecnico del Magdalena S.A.S.,900.763.555-4,Transporte de personal,VTS - Transporte,2025-10-05,2026-08-28,691859,En Liquidación,Aprobado
CON-2026-2995,Servicios Integrales de Refinacion S.A.S.,900.864.991-3,Ingenieria de campo,VTS - Transporte,2025-02-17,2026-10-18,232325,Activo,Aprobado
CON-2026-2996,Ingenieria Andina de Petroleos S.A.S.,900.936.432-5,Monitoreo HSE,VCO - Corporativa,2025-07-05,2027-10-18,983906,Activo,Aprobado
CON-2026-2997,Ingenieria Andina de Petroleos S.A.S.,900.511.141-3,Suministro de alimentacion,VCO - Corporativa,2025-10-10,2027-12-27,1282204,En Liquidación,Aprobado
CON-2026-2998,Catering Energia Colombiana S.A.S.,900.467.921-8,Monitoreo HSE,VRE - Refinación,2026-04-28,2026-10-29,1189945,Activo,Aprobado
CON-2026-2999,Catering Energia Colombiana S.A.S.,900.946.234-2,Ingenieria de campo,VUP - Upstream,2026-01-12,2027-06-02,668694,Activo,En Alerta
CON-2026-3000,Ingenieria Andina de Petroleos S.A.S.,900.146.433-5,Ingenieria de campo,VCO - Corporativa,2026-03-30,2027-05-25,983059,En Liquidación,Aprobado
CON-2026-3001,Transportes Oleoducto S.A.S.,900.209.796-3,Apoyo logistico,VUP - Upstream,2025-01-19,2027-05-09,744908,Activo,Aprobado
CON-2026-3002,Mantenimiento Tecnico del Magdalena S.A.S.,900.995.356-5,Suministro de alimentacion,VRE - Refinación,2026-02-03,2026-07-01,1202368,Activo,No Aprobado
CON-2026-3003,Servicios Integrales de Refinacion S.A.S.,900.643.684-7,Mantenimiento de bombas,VRE - Refinación,2025-12-23,2026-12-19,430704,Activo,En Alerta
CON-2026-3004,Logistica Petrolera Nacional S.A.S.,900.826.634-9,Servicios de catering,VRE - Refinación,2025-01-08,2027-12-09,460533,Activo,Aprobado
CON-2026-3005,Transportes Oleoducto S.A.S.,900.233.787-8,Ingenieria de campo,VUP - Upstream,2025-01-08,2027-11-20,638803,Activo,Aprobado
CON-2026-3006,Transportes Oleoducto S.A.S.,900.865.352-9,Ingenieria de campo,VCO - Corporativa,2025-05-10,2027-10-21,270478,Activo,Aprobado
CON-2026-3007,Logistica Petrolera Nacional S.A.S.,900.149.901-3,Transporte de personal,VCO - Corporativa,2026-06-16,2027-06-27,355206,Activo,No Aprobado
CON-2026-3008,Operaciones Industriales Orion S.A.S.,900.981.729-8,Servicios de catering,VRE - Refinación,2025-09-22,2027-02-26,1256660,Activo,En Alerta
CON-2026-3009,PetroServicios del Caribe S.A.S.,900.828.682-0,Mantenimiento de bombas,VCO - Corporativa,2025-08-31,2027-11-21,1281836,Activo,Aprobado
CON-2026-3010,Proteccion Perimetral Colombiana S.A.S.,900.970.901-4,Inspeccion de ductos,VTS - Transporte,2026-04-19,2027-03-16,699502,Activo,Aprobado
CON-2026-3011,PetroServicios del Caribe S.A.S.,900.562.512-9,Seguridad perimetral,VCO - Corporativa,2025-05-19,2027-07-30,1392700,Activo,En Alerta
CON-2026-3012,Seguridad Industrial Llanos Ltda.,900.404.887-7,Mantenimiento electrico,VRE - Refinación,2026-02-05,2026-08-01,593404,En Liquidación,Aprobado
CON-2026-3013,Operaciones Industriales Orion S.A.S.,900.314.725-8,Mantenimiento electrico,VRE - Refinación,2026-04-19,2027-09-13,813099,Activo,Aprobado
CON-2026-3014,Operaciones Industriales Orion S.A.S.,900.874.328-7,Mantenimiento electrico,VCO - Corporativa,2025-03-15,2027-07-23,1050239,Activo,Aprobado
CON-2026-3015,Seguridad Industrial Llanos Ltda.,900.413.793-0,Apoyo logistico,VUP - Upstream,2025-02-28,2027-09-27,1417667,Activo,No Aprobado
CON-2026-3016,Mantenimiento Tecnico del Magdalena S.A.S.,900.576.497-1,Transporte de personal,VTS - Transporte,2025-01-27,2026-07-03,1081651,En Liquidación,En Alerta
CON-2026-3017,Proteccion Perimetral Colombiana S.A.S.,900.260.252-3,Transporte de personal,VTS - Transporte,2025-10-17,2026-07-14,545549,Activo,Aprobado
CON-2026-3018,Servicios Integrales de Refinacion S.A.S.,900.233.667-5,Mantenimiento de bombas,VUP - Upstream,2025-08-18,2026-09-28,339919,Suspendido,Aprobado
CON-2026-3019,Seguridad Industrial Llanos Ltda.,900.262.569-3,Mantenimiento electrico,VTS - Transporte,2025-05-02,2027-04-18,1356670,Suspendido,No Aprobado
CON-2026-3020,PetroServicios del Caribe S.A.S.,900.292.243-2,Transporte de personal,VTS - Transporte,2026-05-09,2027-11-11,206943,Activo,Aprobado
CON-2026-3021,Servicios Integrales de Refinacion S.A.S.,900.134.699-3,Mantenimiento electrico,VTS - Transporte,2026-01-12,2027-06-18,996831,Activo,En Alerta
CON-2026-3022,PetroServicios del Caribe S.A.S.,900.141.520-1,Apoyo logistico,VTS - Transporte,2025-03-17,2027-01-16,926812,Suspendido,Aprobado
CON-2026-3023,Servicios Integrales de Refinacion S.A.S.,900.677.380-7,Servicios de catering,VRE - Refinación,2025-06-13,2026-10-19,1205556,Suspendido,Aprobado
CON-2026-3024,Proteccion Perimetral Colombiana S.A.S.,900.195.750-2,Apoyo logistico,VRE - Refinación,2026-03-05,2027-05-29,112209,Activo,No Aprobado
CON-2026-3025,Ingenieria Andina de Petroleos S.A.S.,900.272.990-2,Monitoreo HSE,VUP - Upstream,2025-01-28,2027-07-09,859927,Activo,Aprobado
CON-2026-3026,Servicios Integrales de Refinacion S.A.S.,900.354.787-0,Inspeccion de ductos,VTS - Transporte,2026-01-14,2027-05-28,763261,Activo,Aprobado
CON-2026-3027,Logistica Petrolera Nacional S.A.S.,900.317.822-5,Servicios de catering,VRE - Refinación,2026-05-27,2027-11-23,1071918,Activo,Aprobado
CON-2026-3028,Catering Energia Colombiana S.A.S.,900.912.321-3,Seguridad perimetral,VCO - Corporativa,2026-02-24,2027-01-13,1259130,En Liquidación,Aprobado
CON-2026-3029,Logistica Petrolera Nacional S.A.S.,900.136.129-8,Seguridad perimetral,VUP - Upstream,2026-02-14,2027-07-22,1435566,En Liquidación,Aprobado
CON-2026-3030,Logistica Petrolera Nacional S.A.S.,900.676.117-2,Seguridad perimetral,VUP - Upstream,2025-03-05,2027-09-28,835435,Suspendido,En Alerta
CON-2026-3031,Mantenimiento Tecnico del Magdalena S.A.S.,900.891.720-0,Servicios de catering,VCO - Corporativa,2025-01-25,2026-09-07,764626,Suspendido,No Aprobado
CON-2026-3032,PetroServicios del Caribe S.A.S.,900.312.698-3,Inspeccion de ductos,VTS - Transporte,2025-02-03,2027-10-12,965246,En Liquidación,Aprobado
CON-2026-3033,Transportes Oleoducto S.A.S.,900.491.286-1,Monitoreo HSE,VUP - Upstream,2025-09-01,2027-02-22,1283473,Activo,En Alerta
CON-2026-3034,Transportes Oleoducto S.A.S.,900.858.710-2,Ingenieria de campo,VCO - Corporativa,2025-05-31,2026-10-24,55126,En Liquidación,En Alerta
CON-2026-3035,Ingenieria Andina de Petroleos S.A.S.,900.277.527-0,Mantenimiento de bombas,VUP - Upstream,2025-05-29,2027-12-06,539000,Suspendido,Aprobado
CON-2026-3036,Catering Energia Colombiana S.A.S.,900.286.564-0,Mantenimiento electrico,VTS - Transporte,2025-11-28,2027-11-15,1185552,En Liquidación,Aprobado
CON-2026-3037,Ingenieria Andina de Petroleos S.A.S.,900.660.248-0,Servicios de catering,VUP - Upstream,2025-06-04,2026-12-10,1434610,Activo,Aprobado
CON-2026-3038,PetroServicios del Caribe S.A.S.,900.181.271-6,Ingenieria de campo,VRE - Refinación,2025-10-26,2027-03-22,922325,Activo,Aprobado
CON-2026-3039,Proteccion Perimetral Colombiana S.A.S.,900.431.240-4,Apoyo logistico,VCO - Corporativa,2025-01-14,2027-08-31,90794,En Liquidación,Aprobado
CON-2026-3040,Catering Energia Colombiana S.A.S.,900.550.259-4,Mantenimiento electrico,VUP - Upstream,2026-01-06,2027-10-16,506170,Activo,En Alerta
CON-2026-3041,Catering Energia Colombiana S.A.S.,900.580.606-8,Monitoreo HSE,VTS - Transporte,2025-01-15,2027-09-26,57557,Activo,Aprobado
CON-2026-3042,Catering Energia Colombiana S.A.S.,900.526.425-7,Apoyo logistico,VCO - Corporativa,2025-02-24,2027-09-18,231216,En Liquidación,Aprobado
CON-2026-3043,Operaciones Industriales Orion S.A.S.,900.721.564-2,Monitoreo HSE,VTS - Transporte,2025-06-08,2027-08-13,1145662,Activo,Aprobado
CON-2026-3044,Operaciones Industriales Orion S.A.S.,900.915.250-6,Suministro de alimentacion,VCO - Corporativa,2025-09-21,2026-10-31,967602,Activo,Aprobado
CON-2026-3045,Mantenimiento Tecnico del Magdalena S.A.S.,900.176.760-8,Servicios de catering,VRE - Refinación,2025-12-09,2027-08-01,884276,Activo,Aprobado
CON-2026-3046,Seguridad Industrial Llanos Ltda.,900.176.806-6,Servicios de catering,VTS - Transporte,2026-04-29,2027-07-12,1383741,Activo,Aprobado
CON-2026-3047,Operaciones Industriales Orion S.A.S.,900.295.226-2,Inspeccion de ductos,VUP - Upstream,2026-01-05,2027-03-01,832406,Activo,Aprobado
CON-2026-3048,Logistica Petrolera Nacional S.A.S.,900.910.118-1,Ingenieria de campo,VRE - Refinación,2025-09-25,2026-07-21,1145341,En Liquidación,Aprobado
CON-2026-3049,Transportes Oleoducto S.A.S.,900.582.101-8,Servicios de catering,VCO - Corporativa,2025-04-16,2027-07-11,407669,Activo,No Aprobado
CON-2026-3050,Transportes Oleoducto S.A.S.,900.841.156-7,Inspeccion de ductos,VRE - Refinación,2025-10-19,2027-02-17,521723,Activo,Aprobado
CON-2026-3051,Servicios Integrales de Refinacion S.A.S.,900.849.553-9,Servicios de catering,VCO - Corporativa,2025-06-05,2027-04-27,914621,Activo,Aprobado
CON-2026-3052,Transportes Oleoducto S.A.S.,900.193.135-9,Mantenimiento de bombas,VRE - Refinación,2026-04-26,2026-08-22,272581,Activo,Aprobado
CON-2026-3053,PetroServicios del Caribe S.A.S.,900.843.280-0,Mantenimiento electrico,VRE - Refinación,2025-06-02,2027-06-22,1444865,Activo,En Alerta
CON-2026-3054,Seguridad Industrial Llanos Ltda.,900.820.799-9,Seguridad perimetral,VRE - Refinación,2025-03-25,2026-07-13,1464699,Activo,Aprobado
CON-2026-3055,Mantenimiento Tecnico del Magdalena S.A.S.,900.473.739-9,Apoyo logistico,VTS - Transporte,2026-04-17,2027-06-07,1392185,Activo,No Aprobado
CON-2026-3056,Servicios Integrales de Refinacion S.A.S.,900.709.987-7,Inspeccion de ductos,VTS - Transporte,2025-06-21,2027-06-20,367399,Activo,Aprobado
CON-2026-3057,Proteccion Perimetral Colombiana S.A.S.,900.881.859-4,Seguridad perimetral,VRE - Refinación,2025-10-16,2026-09-24,898221,Activo,Aprobado
CON-2026-3058,Seguridad Industrial Llanos Ltda.,900.551.398-0,Mantenimiento electrico,VRE - Refinación,2025-07-12,2027-03-02,1011724,Activo,Aprobado
CON-2026-3059,Mantenimiento Tecnico del Magdalena S.A.S.,900.908.533-6,Ingenieria de campo,VCO - Corporativa,2026-01-24,2027-12-29,291617,Suspendido,No Aprobado
CON-2026-3060,PetroServicios del Caribe S.A.S.,900.957.642-5,Mantenimiento electrico,VCO - Corporativa,2025-04-01,2027-10-12,681617,En Liquidación,No Aprobado
CON-2026-3061,Servicios Integrales de Refinacion S.A.S.,900.633.405-9,Servicios de catering,VRE - Refinación,2025-10-09,2027-04-06,1283609,Activo,Aprobado
CON-2026-3062,Seguridad Industrial Llanos Ltda.,900.939.916-5,Monitoreo HSE,VCO - Corporativa,2025-06-25,2027-04-17,144650,Activo,Aprobado
CON-2026-3063,Catering Energia Colombiana S.A.S.,900.438.127-9,Ingenieria de campo,VCO - Corporativa,2025-08-03,2027-01-04,591981,En Liquidación,Aprobado
CON-2026-3064,Ingenieria Andina de Petroleos S.A.S.,900.551.854-9,Suministro de alimentacion,VRE - Refinación,2025-04-30,2026-10-01,169021,Activo,Aprobado
CON-2026-3065,Transportes Oleoducto S.A.S.,900.647.356-6,Servicios de catering,VTS - Transporte,2025-08-16,2026-12-17,210168,Suspendido,Aprobado
CON-2026-3066,Logistica Petrolera Nacional S.A.S.,900.220.612-3,Mantenimiento de bombas,VCO - Corporativa,2025-07-23,2027-04-08,1165419,Activo,En Alerta
CON-2026-3067,Ingenieria Andina de Petroleos S.A.S.,900.251.772-6,Inspeccion de ductos,VUP - Upstream,2025-12-21,2027-11-20,1439777,Activo,En Alerta
CON-2026-3068,Catering Energia Colombiana S.A.S.,900.659.946-2,Ingenieria de campo,VCO - Corporativa,2025-04-15,2026-11-22,184716,Suspendido,Aprobado
CON-2026-3069,Catering Energia Colombiana S.A.S.,900.723.846-8,Inspeccion de ductos,VCO - Corporativa,2025-11-09,2027-07-31,60317,Suspendido,En Alerta
CON-2026-3070,Mantenimiento Tecnico del Magdalena S.A.S.,900.206.593-8,Inspeccion de ductos,VCO - Corporativa,2025-07-04,2026-09-21,599979,Activo,Aprobado
CON-2026-3071,Mantenimiento Tecnico del Magdalena S.A.S.,900.444.648-0,Inspeccion de ductos,VTS - Transporte,2025-05-28,2027-01-02,938821,Activo,Aprobado
CON-2026-3072,Logistica Petrolera Nacional S.A.S.,900.734.615-8,Ingenieria de campo,VCO - Corporativa,2026-06-22,2027-10-16,1036997,Activo,No Aprobado
CON-2026-3073,Operaciones Industriales Orion S.A.S.,900.364.562-4,Suministro de alimentacion,VUP - Upstream,2025-10-12,2026-07-05,292318,Activo,Aprobado
CON-2026-3074,Proteccion Perimetral Colombiana S.A.S.,900.808.318-6,Mantenimiento de bombas,VTS - Transporte,2026-03-22,2027-01-03,1001432,Suspendido,No Aprobado
CON-2026-3075,Proteccion Perimetral Colombiana S.A.S.,900.313.357-6,Transporte de personal,VRE - Refinación,2025-04-24,2026-12-04,634685,Activo,No Aprobado
CON-2026-3076,Catering Energia Colombiana S.A.S.,900.590.718-3,Servicios de catering,VTS - Transporte,2026-02-21,2026-10-30,196602,En Liquidación,Aprobado
CON-2026-3077,Ingenieria Andina de Petroleos S.A.S.,900.822.235-3,Mantenimiento de bombas,VCO - Corporativa,2025-01-29,2027-09-02,753149,Suspendido,Aprobado
CON-2026-3078,Servicios Integrales de Refinacion S.A.S.,900.337.204-6,Mantenimiento de bombas,VUP - Upstream,2025-05-14,2027-10-04,1383087,Activo,Aprobado
CON-2026-3079,Mantenimiento Tecnico del Magdalena S.A.S.,900.791.280-7,Suministro de alimentacion,VCO - Corporativa,2025-06-15,2027-04-18,675478,Suspendido,No Aprobado
CON-2026-3080,Logistica Petrolera Nacional S.A.S.,900.292.982-1,Suministro de alimentacion,VUP - Upstream,2025-03-20,2027-01-31,1190025,Activo,En Alerta
CON-2026-3081,Ingenieria Andina de Petroleos S.A.S.,900.670.599-8,Mantenimiento de bombas,VCO - Corporativa,2026-03-03,2026-09-18,718886,En Liquidación,Aprobado
CON-2026-3082,Proteccion Perimetral Colombiana S.A.S.,900.982.622-5,Monitoreo HSE,VCO - Corporativa,2026-01-21,2027-02-23,791635,En Liquidación,Aprobado
CON-2026-3083,Catering Energia Colombiana S.A.S.,900.181.635-0,Seguridad perimetral,VUP - Upstream,2025-12-13,2026-11-20,209439,Activo,En Alerta
CON-2026-3084,Operaciones Industriales Orion S.A.S.,900.490.543-9,Mantenimiento de bombas,VTS - Transporte,2025-10-07,2027-08-04,1285918,Suspendido,No Aprobado
CON-2026-3085,Ingenieria Andina de Petroleos S.A.S.,900.649.613-2,Monitoreo HSE,VTS - Transporte,2026-04-05,2026-08-06,738575,Suspendido,Aprobado
CON-2026-3086,Seguridad Industrial Llanos Ltda.,900.959.790-2,Ingenieria de campo,VCO - Corporativa,2025-04-04,2026-12-19,489580,Activo,Aprobado
CON-2026-3087,Seguridad Industrial Llanos Ltda.,900.988.542-6,Monitoreo HSE,VCO - Corporativa,2025-10-28,2026-11-07,978019,En Liquidación,No Aprobado
CON-2026-3088,Ingenieria Andina de Petroleos S.A.S.,900.537.654-5,Seguridad perimetral,VCO - Corporativa,2025-05-28,2027-12-24,1020495,Suspendido,En Alerta
CON-2026-3089,Seguridad Industrial Llanos Ltda.,900.253.106-8,Apoyo logistico,VCO - Corporativa,2025-08-20,2027-04-02,967779,En Liquidación,No Aprobado
CON-2026-3090,Ingenieria Andina de Petroleos S.A.S.,900.781.649-3,Transporte de personal,VTS - Transporte,2025-12-22,2027-07-13,1057343,Suspendido,No Aprobado
CON-2026-3091,Ingenieria Andina de Petroleos S.A.S.,900.297.765-2,Apoyo logistico,VCO - Corporativa,2025-02-07,2026-08-27,584122,Activo,En Alerta
CON-2026-3092,Servicios Integrales de Refinacion S.A.S.,900.822.698-7,Transporte de personal,VRE - Refinación,2025-05-09,2027-10-17,512687,Activo,Aprobado
CON-2026-3093,Ingenieria Andina de Petroleos S.A.S.,900.274.663-5,Apoyo logistico,VRE - Refinación,2025-11-16,2026-12-15,583879,En Liquidación,Aprobado
CON-2026-3094,Ingenieria Andina de Petroleos S.A.S.,900.439.450-5,Inspeccion de ductos,VCO - Corporativa,2026-06-18,2027-02-14,1263930,Activo,En Alerta
CON-2026-3095,Mantenimiento Tecnico del Magdalena S.A.S.,900.764.139-4,Suministro de alimentacion,VRE - Refinación,2026-03-02,2027-11-01,1220037,En Liquidación,En Alerta
CON-2026-3096,Servicios Integrales de Refinacion S.A.S.,900.907.697-6,Inspeccion de ductos,VCO - Corporativa,2026-04-17,2027-02-24,1156548,Activo,No Aprobado
CON-2026-3097,Servicios Integrales de Refinacion S.A.S.,900.489.723-0,Inspeccion de ductos,VTS - Transporte,2026-06-12,2027-03-28,1457459,Activo,En Alerta
CON-2026-3098,Seguridad Industrial Llanos Ltda.,900.291.828-2,Ingenieria de campo,VRE - Refinación,2025-06-16,2027-04-17,1191612,Activo,En Alerta
CON-2026-3099,Mantenimiento Tecnico del Magdalena S.A.S.,900.806.548-0,Mantenimiento de bombas,VCO - Corporativa,2025-06-15,2027-03-02,1470590,Activo,Aprobado
CON-2026-3100,Proteccion Perimetral Colombiana S.A.S.,900.960.707-4,Seguridad perimetral,VCO - Corporativa,2025-10-09,2026-08-02,1073808,Activo,No Aprobado
CON-2026-3101,Proteccion Perimetral Colombiana S.A.S.,900.430.311-0,Suministro de alimentacion,VUP - Upstream,2025-02-18,2027-02-16,563674,Activo,Aprobado
CON-2026-3102,Transportes Oleoducto S.A.S.,900.347.838-8,Apoyo logistico,VRE - Refinación,2026-01-20,2026-11-25,1191483,Activo,Aprobado
CON-2026-3103,Operaciones Industriales Orion S.A.S.,900.739.154-5,Monitoreo HSE,VRE - Refinación,2025-02-09,2026-07-18,295299,Activo,Aprobado
CON-2026-3104,Mantenimiento Tecnico del Magdalena S.A.S.,900.386.957-3,Mantenimiento electrico,VCO - Corporativa,2026-04-15,2026-07-22,321162,Activo,Aprobado
CON-2026-3105,Ingenieria Andina de Petroleos S.A.S.,900.623.885-7,Suministro de alimentacion,VTS - Transporte,2026-01-26,2027-07-10,1325389,Activo,Aprobado
CON-2026-3106,Mantenimiento Tecnico del Magdalena S.A.S.,900.813.695-4,Mantenimiento electrico,VCO - Corporativa,2025-12-15,2027-06-17,1332629,Activo,Aprobado
CON-2026-3107,PetroServicios del Caribe S.A.S.,900.450.431-3,Servicios de catering,VUP - Upstream,2025-03-26,2027-09-27,290612,Activo,No Aprobado
CON-2026-3108,Catering Energia Colombiana S.A.S.,900.176.672-3,Ingenieria de campo,VTS - Transporte,2025-06-14,2027-05-17,324688,Activo,Aprobado
CON-2026-3109,Servicios Integrales de Refinacion S.A.S.,900.246.928-0,Apoyo logistico,VUP - Upstream,2025-03-18,2027-08-08,1413382,En Liquidación,Aprobado
CON-2026-3110,Proteccion Perimetral Colombiana S.A.S.,900.744.826-2,Suministro de alimentacion,VTS - Transporte,2026-01-19,2027-11-16,669490,Activo,En Alerta
CON-2026-3111,PetroServicios del Caribe S.A.S.,900.923.309-0,Seguridad perimetral,VCO - Corporativa,2026-01-30,2027-03-26,1021462,En Liquidación,Aprobado
CON-2026-3112,Operaciones Industriales Orion S.A.S.,900.244.407-0,Transporte de personal,VTS - Transporte,2025-09-05,2026-12-24,242019,Activo,Aprobado
CON-2026-3113,Catering Energia Colombiana S.A.S.,900.999.392-0,Seguridad perimetral,VUP - Upstream,2026-03-23,2027-02-25,657254,En Liquidación,En Alerta
CON-2026-3114,PetroServicios del Caribe S.A.S.,900.689.356-1,Seguridad perimetral,VRE - Refinación,2025-02-09,2027-07-06,1434192,Activo,En Alerta
CON-2026-3115,Servicios Integrales de Refinacion S.A.S.,900.696.681-0,Mantenimiento de bombas,VTS - Transporte,2026-05-05,2027-03-16,235683,Activo,Aprobado
CON-2026-3116,Seguridad Industrial Llanos Ltda.,900.257.432-4,Servicios de catering,VRE - Refinación,2025-03-30,2026-09-28,288767,Activo,No Aprobado
CON-2026-3117,Seguridad Industrial Llanos Ltda.,900.368.920-8,Mantenimiento electrico,VCO - Corporativa,2025-03-12,2027-01-23,499501,Activo,Aprobado
CON-2026-3118,Logistica Petrolera Nacional S.A.S.,900.808.280-7,Servicios de catering,VCO - Corporativa,2025-03-31,2027-01-07,1085088,Activo,Aprobado
CON-2026-3119,Transportes Oleoducto S.A.S.,900.886.219-2,Mantenimiento de bombas,VUP - Upstream,2025-03-30,2027-01-25,1103820,Activo,En Alerta
CON-2026-3120,Transportes Oleoducto S.A.S.,900.396.706-4,Monitoreo HSE,VRE - Refinación,2025-06-16,2027-12-21,1313202,Activo,Aprobado
CON-2026-3121,Operaciones Industriales Orion S.A.S.,900.828.171-9,Servicios de catering,VCO - Corporativa,2025-11-06,2027-07-05,380895,Activo,Aprobado
CON-2026-3122,Transportes Oleoducto S.A.S.,900.792.689-9,Mantenimiento de bombas,VUP - Upstream,2025-03-13,2027-02-08,453058,Activo,En Alerta
